                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.327,                 2.9342,                 1.4009,                0.18228,                0.31926,                0.22123,                0.13179,                0.98234,                 67.311,                 1.2196,             0.00033239,             0.00033239,             0.00033239
